target,view,n_guides,n_donors,E_t,R_guide,R_donor_shrunk,R_dep,S_t
GTF2F1,overall,2,2,1.2478,0.2835,0.1972,0.1316,0.1642
GTPBP4,overall,2,4,0.949,0.4864,0.2117,0.173,0.1642
PDCD7,overall,2,3,1.0519,0.3674,0.2125,0.1556,0.1636
PFN1,overall,2,4,0.7497,0.4985,0.2784,0.2175,0.1631
HAUS3,overall,2,2,1.0647,0.3373,0.2172,0.1522,0.1621
DDX54,overall,2,3,0.9365,0.3868,0.2383,0.173,0.162
HARS1,overall,2,2,1.438,0.2417,0.174,0.1126,0.1619
TTC27,overall,2,2,1.3232,0.2643,0.1853,0.1222,0.1618
THOC2,overall,2,3,1.1543,0.2884,0.2124,0.1393,0.1608
KLF3,overall,2,4,0.8461,0.4112,0.2607,0.1898,0.1606
EIF3B,overall,2,2,1.4461,0.2636,0.161,0.1111,0.1606
HARS2,overall,2,4,0.6657,0.5045,0.3155,0.2408,0.1603
EIF3F,overall,2,3,0.8567,0.4056,0.2571,0.1868,0.16
SH2D3C,overall,2,4,0.8003,0.3363,0.3296,0.1997,0.1598
OGFOD1,overall,2,4,0.7076,0.483,0.2977,0.2258,0.1598
RPL18A,overall,2,4,1.0307,0.3676,0.2111,0.1549,0.1596
TUBGCP4,overall,2,2,1.293,0.2667,0.1865,0.1233,0.1594
AEBP2,overall,3,4,0.9208,0.3939,0.2351,0.1726,0.159
PGD,overall,2,4,0.7426,0.4901,0.275,0.2138,0.1588
CD82,overall,2,4,0.6597,0.5275,0.3065,0.2405,0.1586
CIB2,overall,2,4,0.6003,0.5479,0.3371,0.2638,0.1583
CENPP,overall,2,4,0.724,0.4316,0.3066,0.2184,0.1581
GOSR2,overall,2,3,1.0983,0.3588,0.1938,0.144,0.1581
GEMIN6,overall,2,4,0.8161,0.45,0.2537,0.1936,0.158
GTF3C1,overall,2,3,0.8194,0.4186,0.2633,0.1928,0.158
SEPHS2,overall,2,3,1.4465,0.267,0.156,0.1092,0.158
MYBBP1A,overall,2,3,0.8233,0.4103,0.264,0.1914,0.1576
OSBP,overall,2,4,0.9943,0.3019,0.2482,0.1577,0.1568
MBTPS2,overall,2,4,0.6166,0.556,0.3183,0.2538,0.1565
EXOC2,overall,2,4,0.7577,0.4993,0.2597,0.2061,0.1561
NDUFA7,overall,2,4,0.8056,0.4858,0.2437,0.1937,0.1561
ZNHIT3,overall,2,4,0.6216,0.5525,0.3145,0.2507,0.1558
EXOSC7,overall,2,3,1.0308,0.4412,0.1869,0.1511,0.1558
NAA50,overall,2,3,0.9644,0.3943,0.2147,0.1614,0.1557
SKIC2,overall,2,4,0.9365,0.4025,0.22,0.1659,0.1553
MMS19,overall,2,4,0.781,0.4408,0.2651,0.1984,0.1549
ABCB7,overall,2,4,0.8571,0.3895,0.2517,0.1805,0.1547
RBMX2,overall,2,4,1.325,0.3692,0.1456,0.1166,0.1545
ZBTB4,overall,2,3,0.7647,0.4761,0.2597,0.202,0.1544
THAP4,overall,2,4,0.7936,0.4598,0.2522,0.1945,0.1544
CDC73,overall,2,2,1.1217,0.2991,0.2028,0.1375,0.1542
NUFIP1,overall,2,4,0.7085,0.4265,0.3076,0.2176,0.1542
CDK12,overall,2,4,0.7342,0.4791,0.272,0.2099,0.1541
RFC4,overall,2,2,1.2642,0.2633,0.1849,0.1219,0.154
HSPE1,overall,2,4,0.6665,0.4828,0.3057,0.2303,0.1535
PCF11,overall,2,4,1.0249,0.3452,0.209,0.1497,0.1534
TOP3A,overall,2,4,1.0015,0.2791,0.2523,0.1527,0.153
RTF1,overall,2,3,1.0132,0.4366,0.1873,0.1508,0.1528
DNAJC2,overall,2,4,0.6529,0.4857,0.3111,0.234,0.1528
DDX1,overall,2,4,0.6106,0.5071,0.3305,0.2502,0.1527
POLR3C,overall,2,4,0.7382,0.4873,0.2627,0.2058,0.152
RBM28,overall,2,3,0.9914,0.333,0.221,0.1532,0.1519
ZMAT2,overall,2,3,1.3304,0.2292,0.1853,0.1142,0.1519
RIC1,overall,2,4,0.78,0.4,0.275,0.1947,0.1518
RTCB,overall,2,4,0.7932,0.4315,0.255,0.1909,0.1514
CCT4,overall,2,4,0.7334,0.4411,0.2791,0.2062,0.1512
ANKIB1,overall,2,4,0.7556,0.456,0.2629,0.2001,0.1512
MDN1,overall,2,3,1.0803,0.3616,0.1854,0.1397,0.1509
STIL,overall,2,4,0.6812,0.5212,0.2772,0.221,0.1505
DHX29,overall,2,3,0.8567,0.3393,0.2669,0.1756,0.1505
SNRPD1,overall,2,2,1.1082,0.295,0.2007,0.1357,0.1503
RAB6B,overall,2,4,0.6502,0.499,0.3011,0.2312,0.1503
MIS18A,overall,2,4,0.72,0.4921,0.2653,0.2083,0.15
PRPF38A,overall,2,3,0.9138,0.4719,0.2004,0.1637,0.1496
SRSF7,overall,2,4,0.8266,0.4187,0.2405,0.1803,0.149
UQCRFS1,overall,2,4,0.8997,0.3668,0.2317,0.1655,0.1489
KMT2A,overall,2,4,0.6207,0.5203,0.3072,0.2394,0.1486
NEPRO,overall,2,4,0.8424,0.3934,0.2422,0.1764,0.1486
SMARCE1,overall,2,4,0.5989,0.5005,0.3294,0.2479,0.1485
HLX,overall,2,4,1.0313,0.3518,0.1957,0.1438,0.1483
PFAS,overall,2,4,0.6305,0.5467,0.2921,0.2352,0.1483
RTF2,overall,2,4,0.8637,0.4151,0.2259,0.1714,0.148
CCAR1,overall,2,4,0.6157,0.5461,0.3003,0.2403,0.148
TBCC,overall,2,4,0.9112,0.3228,0.2448,0.1617,0.1474
COG1,overall,2,3,0.8714,0.3728,0.2362,0.169,0.1473
PRMT7,overall,2,4,0.5968,0.5501,0.309,0.2467,0.1472
MRTO4,overall,2,4,0.6968,0.3989,0.3094,0.211,0.147
TPM3,overall,2,4,0.9025,0.4162,0.2106,0.1626,0.1467
PMPCA,overall,2,4,0.8036,0.4091,0.2476,0.1824,0.1466
GNPNAT1,overall,2,4,0.5574,0.5647,0.3276,0.2616,0.1458
STK3,overall,2,4,0.8326,0.4754,0.2166,0.1748,0.1456
ZAP70,overall,2,4,0.644,0.4648,0.3056,0.226,0.1456
NOP14,overall,2,4,0.6845,0.483,0.2751,0.2126,0.1455
ARRB2,overall,2,4,0.6881,0.4772,0.2752,0.2114,0.1455
SNRNP35,overall,2,3,1.1938,0.2675,0.1829,0.1219,0.1455
KIF18B,overall,2,4,1.0821,0.2536,0.2217,0.1342,0.1452
RFC2,overall,2,2,1.0458,0.3529,0.1854,0.1384,0.1447
PSMD11,overall,2,2,1.3936,0.221,0.1637,0.1038,0.1447
EIF5A,overall,2,4,0.608,0.5314,0.3009,0.2378,0.1446
RPS6,overall,2,4,0.8807,0.3709,0.227,0.1639,0.1444
PMF1,overall,2,2,1.3822,0.2223,0.1643,0.1044,0.1442
SYMPK,overall,2,4,0.9971,0.2815,0.2285,0.1443,0.1439
PNO1,overall,2,4,0.8418,0.409,0.227,0.1709,0.1439
CEP85,overall,2,4,0.7032,0.4373,0.2777,0.2046,0.1439
CSTF3,overall,2,3,0.8937,0.3948,0.2136,0.1609,0.1438
DNM2,overall,2,2,1.2584,0.2451,0.1757,0.114,0.1435
CCT7,overall,2,3,0.8082,0.4263,0.2329,0.1773,0.1433
GMPS,overall,2,4,0.7503,0.346,0.2981,0.1907,0.1431
ROMO1,overall,2,4,0.8883,0.291,0.2645,0.1608,0.1429
GUCD1,overall,2,4,0.6468,0.4749,0.2915,0.2204,0.1426
DDOST,overall,2,3,0.8022,0.4234,0.2341,0.1775,0.1424
SNAPC3,overall,2,4,0.596,0.5031,0.3125,0.2388,0.1423
DCAF10,overall,2,4,1.0908,0.2621,0.206,0.1304,0.1423
NAA25,overall,2,4,0.6297,0.5498,0.2765,0.2255,0.142
DDX49,overall,2,4,0.9456,0.3865,0.1968,0.1499,0.1418
GTF3C6,overall,2,4,0.991,0.3233,0.2042,0.1431,0.1418
DNAJA3,overall,2,4,0.6227,0.5335,0.2842,0.2276,0.1417
VPS13D,overall,2,4,1.0233,0.2858,0.2117,0.1384,0.1417
PSMB1,overall,2,2,1.1562,0.2662,0.1827,0.1215,0.1405
RPL28,overall,2,4,0.7521,0.4103,0.2547,0.1864,0.1402
CTCF,overall,2,4,0.6054,0.451,0.3204,0.2305,0.1396
UQCR10,overall,2,4,0.6433,0.5121,0.2732,0.2168,0.1394
MED31,overall,2,4,1.119,0.2782,0.1841,0.1246,0.1394
HAUS2,overall,2,4,0.6279,0.5121,0.2797,0.2209,0.1387
SUCLG2,overall,2,4,0.6899,0.3757,0.3012,0.2007,0.1385
TNPO3,overall,2,4,0.914,0.3751,0.2027,0.1515,0.1385
RETREG3,overall,2,4,0.6204,0.5168,0.2817,0.223,0.1383
FDX2,overall,2,4,0.6753,0.4807,0.2626,0.2046,0.1382
RPLP1,overall,2,4,0.6936,0.4395,0.2667,0.199,0.1381
ZMAT5,overall,2,3,0.8317,0.3883,0.2246,0.1659,0.138
COG4,overall,2,4,0.6382,0.474,0.2838,0.2158,0.1377
CARF,overall,2,3,0.9737,0.4617,0.1686,0.1409,0.1372
DYNLRB1,overall,2,2,0.9116,0.3536,0.2074,0.1504,0.1371
ZNF34,overall,2,4,0.5965,0.4615,0.3139,0.2298,0.1371
RNMT,overall,2,4,0.7009,0.456,0.255,0.1955,0.1371
PRADC1,overall,2,4,0.6516,0.5333,0.2571,0.2099,0.1368
VPS54,overall,2,3,1.1112,0.2978,0.1734,0.1231,0.1367
PLK4,overall,2,4,0.624,0.4741,0.2892,0.219,0.1366
CCDC115,overall,2,4,0.7264,0.4275,0.251,0.1879,0.1365
EXOSC8,overall,2,4,0.9911,0.2532,0.2313,0.1375,0.1363
DDX56,overall,2,4,0.8012,0.3995,0.2284,0.17,0.1362
CFAP298,overall,2,4,0.7243,0.489,0.234,0.188,0.1362
BTF3,overall,2,2,1.5802,0.1788,0.1426,0.0862,0.1361
RSL1D1,overall,2,3,1.0272,0.4072,0.1641,0.1325,0.1361
EAPP,overall,2,4,0.675,0.4421,0.27,0.2014,0.1359
SCAF1,overall,2,4,0.7666,0.3599,0.2583,0.177,0.1357
GGPS1,overall,2,4,0.6841,0.4792,0.2524,0.1981,0.1355
IDI1,overall,2,4,0.6839,0.3859,0.2889,0.1979,0.1354
POLR1B,overall,2,3,0.8242,0.3747,0.2262,0.1642,0.1354
CD3D,overall,2,4,0.5171,0.6216,0.3111,0.2616,0.1353
PTPN23,overall,2,4,0.7373,0.454,0.2352,0.1833,0.1352
MED21,overall,2,3,0.9306,0.3553,0.1967,0.145,0.1349
TSEN2,overall,2,4,0.5937,0.4649,0.3068,0.2268,0.1346
YJU2B,overall,2,4,0.8411,0.3731,0.2189,0.16,0.1346
LCP2,overall,2,4,0.5575,0.5363,0.3043,0.2409,0.1343
PLAGL2,overall,2,4,1.0744,0.3018,0.1752,0.1247,0.134
HECTD4,overall,2,4,0.6672,0.3635,0.3093,0.2006,0.1338
GTF2F2,overall,2,4,0.8874,0.2865,0.2402,0.1503,0.1334
FAM210A,overall,2,4,0.6776,0.3733,0.2935,0.1966,0.1332
CAD,overall,2,4,0.7266,0.5483,0.2158,0.1832,0.1331
TUBGCP3,overall,2,2,1.0578,0.2723,0.1893,0.1257,0.133
RABL3,overall,2,4,0.6288,0.4698,0.2777,0.2115,0.133
RWDD2A,overall,2,4,0.685,0.4557,0.2522,0.1938,0.1328
EIF2B2,overall,2,3,1.0723,0.261,0.1902,0.1236,0.1326
RNF40,overall,2,4,0.5477,0.4899,0.3229,0.2416,0.1323
ZNF207,overall,2,4,0.8603,0.4211,0.1945,0.1535,0.132
CHMP5,overall,2,4,1.0342,0.2487,0.2077,0.1276,0.132
CENPE,overall,2,4,0.5839,0.4753,0.3,0.2254,0.1316
NSA2,overall,2,3,0.674,0.4645,0.2518,0.1951,0.1315
ECD,overall,2,3,1.3952,0.3434,0.1149,0.0942,0.1314
FBXO5,overall,2,3,1.3275,0.3181,0.1256,0.099,0.1314
RPS27A,overall,2,2,1.3303,0.188,0.1722,0.0988,0.1314
EXOSC5,overall,2,3,0.8293,0.327,0.2349,0.1584,0.1313
VMP1,overall,2,4,0.9461,0.3119,0.1998,0.1387,0.1312
C9orf78,overall,2,4,0.5737,0.5204,0.2885,0.2279,0.1308
COPS2,overall,2,2,1.1177,0.2439,0.1835,0.117,0.1307
WDR43,overall,2,4,0.8248,0.2645,0.2805,0.1576,0.13
CD3E,overall,2,4,0.8549,0.2351,0.2998,0.1518,0.1298
CSTF1,overall,2,3,0.9323,0.3452,0.1886,0.1389,0.1295
NOP58,overall,2,3,1.0576,0.1754,0.2886,0.1224,0.1295
CDC27,overall,2,3,0.8414,0.4059,0.1978,0.1534,0.1291
ANKRD52,overall,2,4,1.1888,0.2653,0.1547,0.1083,0.1287
RPL37A,overall,2,3,0.812,0.3714,0.2164,0.1584,0.1286
FARSA,overall,2,4,0.6671,0.441,0.2544,0.1924,0.1283
GLMN,overall,2,4,0.6095,0.4767,0.2735,0.2104,0.1282
FASN,overall,2,3,0.7675,0.3255,0.255,0.1668,0.128
NCBP1,overall,2,3,0.8763,0.3724,0.193,0.1456,0.1276
PDCD2,overall,2,4,0.6435,0.4327,0.2679,0.1983,0.1276
GTF2E1,overall,2,3,0.7471,0.3914,0.2322,0.1706,0.1275
SMC3,overall,2,4,0.7225,0.4358,0.2286,0.1764,0.1275
HNRNPL,overall,2,3,1.0726,0.3529,0.1519,0.1188,0.1274
GARS1,overall,2,4,0.6432,0.4826,0.2502,0.1973,0.1269
HCFC1,overall,2,4,0.7735,0.3588,0.2316,0.1638,0.1267
GEMIN7,overall,2,4,0.593,0.4047,0.3105,0.2131,0.1264
TCERG1,overall,2,4,0.7787,0.4241,0.2072,0.1617,0.1259
HGSNAT,overall,3,4,0.8717,0.3245,0.2065,0.1444,0.1259
MARS1,overall,2,4,0.624,0.4322,0.2743,0.2017,0.1258
REC8,overall,2,4,0.7562,0.3247,0.2545,0.1664,0.1258
COQ2,overall,2,4,0.5786,0.4743,0.2863,0.2173,0.1257
POLR2D,overall,2,2,0.7977,0.3191,0.2358,0.1569,0.1251
USP36,overall,2,4,0.5404,0.5011,0.3009,0.2315,0.1251
MAD1L1,overall,2,4,0.6559,0.4207,0.2585,0.1906,0.125
DENND6A,overall,2,4,0.5719,0.4256,0.3092,0.2182,0.1248
MED10,overall,2,4,0.9175,0.3475,0.1826,0.136,0.1248
SSU72,overall,2,3,0.7528,0.4143,0.216,0.1655,0.1246
KRI1,overall,2,4,0.697,0.2681,0.3478,0.1784,0.1243
UQCRC1,overall,2,4,0.5716,0.4897,0.2811,0.2174,0.1243
RPL35A,overall,2,2,0.8507,0.254,0.2556,0.146,0.1242
UNCX,overall,2,4,0.6187,0.476,0.2572,0.2004,0.124
TICRR,overall,2,2,1.2711,0.206,0.1562,0.0975,0.1239
TPI1,overall,2,4,1.1548,0.2022,0.1857,0.1072,0.1238
ARHGEF10,overall,2,4,0.9392,0.2367,0.228,0.1314,0.1234
PIN1,overall,2,4,0.6398,0.401,0.2709,0.1928,0.1234
NARS1,overall,2,4,1.2514,0.2002,0.1619,0.0983,0.1231
SNAPC1,overall,2,4,0.5636,0.489,0.2823,0.218,0.1228
COG2,overall,2,4,0.772,0.3386,0.2308,0.1591,0.1228
EP400,overall,2,3,0.9465,0.3187,0.1793,0.1296,0.1227
EIF2B4,overall,2,4,0.947,0.2597,0.2052,0.1295,0.1226
C1orf131,overall,2,4,0.608,0.5053,0.2509,0.2014,0.1225
NSMCE1,overall,2,2,1.1471,0.218,0.1724,0.1065,0.1222
DCPS,overall,2,4,0.6723,0.3764,0.2596,0.1815,0.122
GPALPP1,overall,2,4,0.5606,0.4388,0.301,0.2174,0.1218
COASY,overall,2,4,0.5133,0.5168,0.3048,0.2372,0.1218
RRM2B,overall,2,4,0.6943,0.4798,0.2164,0.1753,0.1217
PANK4,overall,2,4,0.5754,0.4938,0.2698,0.2113,0.1216
LARS1,overall,2,3,0.917,0.3538,0.1749,0.1325,0.1215
MTF1,overall,2,4,0.6229,0.4177,0.2678,0.195,0.1214
ZNF574,overall,2,4,0.608,0.4175,0.2765,0.1995,0.1213
PIKFYVE,overall,2,4,0.6127,0.4448,0.2628,0.1979,0.1213
URB2,overall,2,4,0.5559,0.4862,0.2831,0.2179,0.1211
GPN3,overall,2,2,0.8482,0.3181,0.2034,0.1417,0.1202
EFHD2,overall,2,4,0.641,0.389,0.2655,0.1874,0.1201
TAF8,overall,2,4,0.8733,0.2104,0.2839,0.1374,0.12
DIS3,overall,2,4,0.6957,0.384,0.2376,0.172,0.1197
NET1,overall,2,4,0.6354,0.3651,0.2794,0.188,0.1195
PHB2,overall,2,4,0.8132,0.3114,0.2165,0.1464,0.1191
YTHDC1,overall,2,4,0.7083,0.3951,0.2261,0.1679,0.119
GOLGA7B,overall,2,4,0.5996,0.4502,0.2609,0.1979,0.1186
AFG3L2,overall,2,4,0.6954,0.4524,0.2141,0.17,0.1182
EEF1G,overall,2,4,0.5728,0.4471,0.2768,0.2062,0.1181
SMG5,overall,2,4,0.583,0.4453,0.2706,0.2024,0.118
PPP2R1A,overall,2,4,0.5784,0.4876,0.2595,0.2039,0.1179
SART3,overall,2,3,0.813,0.3405,0.2012,0.1448,0.1177
NTHL1,overall,2,4,0.6632,0.3808,0.2481,0.1768,0.1173
NBN,overall,2,4,0.6879,0.4125,0.2245,0.1701,0.117
MAP3K7,overall,2,3,0.6958,0.3979,0.2249,0.1678,0.1168
VPS72,overall,2,3,0.8397,0.3727,0.1814,0.1389,0.1167
PRKAR1A,overall,2,4,0.5047,0.5236,0.2922,0.2308,0.1165
TSPAN9,overall,2,4,0.6061,0.3479,0.3004,0.1922,0.1165
NOP56,overall,2,4,0.8966,0.2647,0.2032,0.1299,0.1164
RFT1,overall,2,4,0.5334,0.4761,0.2872,0.2182,0.1164
RPS28,overall,2,3,0.9125,0.2629,0.1982,0.1274,0.1163
ENY2,overall,2,4,0.5923,0.4307,0.2643,0.1959,0.116
RANBP9,overall,2,4,0.7161,0.2652,0.293,0.1617,0.1158
EZH2,overall,2,4,0.559,0.4191,0.2902,0.2069,0.1157
SASS6,overall,2,4,0.6291,0.3849,0.2604,0.1839,0.1157
RECQL4,overall,2,4,0.5537,0.4583,0.2752,0.2077,0.115
SLX4,overall,2,4,0.6333,0.499,0.2217,0.1813,0.1149
DTL,overall,2,3,0.874,0.2689,0.2044,0.1314,0.1148
CAPZB,overall,2,3,0.9643,0.2564,0.1818,0.1191,0.1148
RPS2,overall,2,4,0.594,0.399,0.2723,0.1931,0.1147
TXNL4B,overall,2,4,0.6486,0.467,0.2208,0.1764,0.1144
XPO1,overall,2,3,0.912,0.2986,0.1773,0.1252,0.1142
RPS19,overall,2,4,0.6438,0.4134,0.2365,0.1771,0.114
MAP2K7,overall,2,3,0.6563,0.3856,0.2399,0.1736,0.1139
RBBP4,overall,2,4,0.7058,0.4361,0.2038,0.1613,0.1139
AFG2A,overall,2,4,0.6416,0.4414,0.2286,0.1773,0.1138
NOL12,overall,2,4,0.6813,0.5192,0.1968,0.1665,0.1134
ZNF71,overall,2,4,0.472,0.5324,0.3042,0.2401,0.1133
WDR36,overall,2,4,0.8153,0.3863,0.1781,0.1388,0.1132
ISCU,overall,2,4,0.6203,0.4063,0.2477,0.1818,0.1128
TKFC,overall,2,4,0.7222,0.3931,0.2048,0.1556,0.1124
SNW1,overall,2,4,0.7349,0.304,0.2347,0.1527,0.1122
PKMYT1,overall,2,3,1.3311,0.1889,0.1313,0.084,0.1117
SOD1,overall,2,4,1.1435,0.2233,0.1479,0.0977,0.1117
ZCRB1,overall,2,4,0.4996,0.5112,0.2834,0.223,0.1114
PIM1,overall,2,4,0.8214,0.3091,0.1943,0.1355,0.1113
RTEL1,overall,2,4,0.6704,0.4109,0.2176,0.1659,0.1112
BRCA1,overall,2,4,0.661,0.4233,0.2182,0.1682,0.1112
NLRC3,overall,2,2,0.7632,0.3274,0.2078,0.1456,0.1111
UTP11,overall,2,3,0.8042,0.3023,0.2027,0.1381,0.111
RNASEK,overall,2,3,0.5717,0.3929,0.2764,0.1937,0.1107
COPS8,overall,2,4,0.552,0.4522,0.2644,0.2003,0.1105
TUT4,overall,2,4,0.7071,0.3895,0.2071,0.1563,0.1105
TARDBP,overall,2,4,0.4974,0.4806,0.2922,0.2221,0.1105
MED8,overall,2,4,0.6609,0.3697,0.2336,0.1671,0.1104
PCM1,overall,2,4,0.6016,0.3824,0.2603,0.1833,0.1102
MED4,overall,2,4,0.6367,0.3669,0.2467,0.1731,0.1102
RPL30,overall,2,2,1.1778,0.1964,0.1514,0.0935,0.1101
POLR3B,overall,2,4,0.6396,0.4395,0.2206,0.1721,0.1101
PREX1,overall,2,4,0.5252,0.3844,0.3152,0.2095,0.11
COPS3,overall,2,2,0.8768,0.2824,0.1827,0.1248,0.1094
SBNO1,overall,2,4,0.5219,0.4041,0.3031,0.2095,0.1093
CDC45,overall,2,3,0.8734,0.3646,0.16,0.1251,0.1093
C19orf25,overall,2,4,1.2059,0.1882,0.1485,0.0905,0.1091
SEPHS1,overall,2,3,1.0396,0.1622,0.2288,0.1049,0.1091
TYMS,overall,2,3,0.9252,0.317,0.1579,0.1178,0.109
RPS27,overall,2,4,0.6028,0.4482,0.232,0.1805,0.1088
EXOC8,overall,2,4,0.6237,0.4394,0.2241,0.1743,0.1087
TSPAN4,overall,2,4,0.7643,0.2706,0.23,0.142,0.1085
ZPR1,overall,2,4,0.491,0.4816,0.2898,0.2209,0.1085
SDE2,overall,2,3,0.8001,0.3196,0.1897,0.1351,0.1081
ATXN10,overall,2,4,0.5056,0.4868,0.275,0.2132,0.1078
USP8,overall,2,3,0.741,0.3137,0.213,0.1453,0.1076
REEP2,overall,2,4,0.6501,0.3383,0.2443,0.1653,0.1075
ORC2,overall,2,4,0.9818,0.1951,0.1992,0.1094,0.1074
ELAC2,overall,2,4,0.575,0.429,0.2485,0.1867,0.1074
NELFA,overall,2,4,0.6439,0.2568,0.322,0.1667,0.1073
MTOR,overall,2,4,0.5696,0.4382,0.2483,0.1883,0.1073
NENF,overall,2,4,0.5875,0.3726,0.2634,0.1825,0.1072
POLR3H,overall,2,4,0.5921,0.448,0.2329,0.181,0.1072
ASF1B,overall,2,4,0.5508,0.4373,0.2595,0.1946,0.1072
RHOA,overall,2,4,0.5577,0.4803,0.2424,0.192,0.1071
PSME3,overall,2,4,0.5681,0.3718,0.2766,0.1885,0.1071
METTL21A,overall,2,4,0.8409,0.285,0.187,0.1273,0.1071
SPOPL,overall,2,4,0.638,0.3744,0.2325,0.1674,0.1068
PNN,overall,2,4,0.6667,0.3795,0.2163,0.1598,0.1065
WDCP,overall,2,3,0.7209,0.3688,0.1975,0.1476,0.1064
EIF4A2,overall,2,4,0.5333,0.4478,0.2643,0.1993,0.1063
PRPF38B,overall,2,4,0.5187,0.4804,0.2629,0.2047,0.1062
ZMYM4,overall,2,4,0.7949,0.316,0.1874,0.1333,0.106
SKIC8,overall,2,4,0.4551,0.5687,0.282,0.2323,0.1057
NUP88,overall,2,4,0.8356,0.2813,0.1869,0.1265,0.1057
GFER,overall,2,4,0.5076,0.4156,0.2934,0.2077,0.1054
CENPQ,overall,2,4,0.5352,0.4325,0.2655,0.1969,0.1054
CWC22,overall,2,2,1.381,0.1543,0.1303,0.076,0.105
ABHD15,overall,2,4,0.9579,0.2851,0.151,0.1096,0.1049
ZNF131,overall,2,4,0.5746,0.4021,0.2502,0.1824,0.1048
RPL23,overall,2,2,1.1738,0.1861,0.1462,0.0892,0.1047
NAE1,overall,2,4,0.5773,0.3719,0.2608,0.1811,0.1045
BDP1,overall,2,4,0.5529,0.4265,0.2533,0.1889,0.1045
POT1,overall,2,4,0.7074,0.394,0.1909,0.1476,0.1044
GSPT1,overall,2,3,0.9222,0.3263,0.1471,0.1129,0.1041
ALG14,overall,2,4,0.5206,0.4512,0.2637,0.1997,0.1039
LUC7L3,overall,2,4,0.527,0.441,0.2624,0.1969,0.1038
AHCTF1,overall,2,3,0.7581,0.3456,0.1837,0.1363,0.1034
DHODH,overall,2,4,0.5082,0.4552,0.2687,0.2033,0.1033
AP2S1,overall,2,4,0.5837,0.4134,0.2363,0.177,0.1033
OCIAD2,overall,2,4,0.6392,0.2902,0.2669,0.1615,0.1032
INTS1,overall,2,4,0.761,0.3112,0.1933,0.1354,0.103
GMPPB,overall,2,4,0.6114,0.4046,0.2239,0.1684,0.103
NUDCD3,overall,2,3,0.5604,0.3767,0.2631,0.1833,0.1027
EFL1,overall,2,4,0.6431,0.338,0.232,0.1595,0.1026
UMAD1,overall,2,3,0.7892,0.3089,0.1832,0.1299,0.1026
SNRNP40,overall,2,4,0.6106,0.3962,0.2254,0.1678,0.1024
TIFA,overall,2,4,0.6809,0.2924,0.2365,0.1504,0.1024
CMPK1,overall,2,3,0.646,0.3577,0.2216,0.1585,0.1024
OIP5,overall,2,4,0.6693,0.3421,0.2158,0.1525,0.1021
GRN,overall,2,4,0.9191,0.2558,0.1638,0.111,0.102
TOMM22,overall,2,4,0.9135,0.1609,0.2672,0.1116,0.102
ORC3,overall,2,4,0.5344,0.3776,0.2782,0.1908,0.1019
PHAX,overall,2,3,1.3534,0.1448,0.1355,0.0753,0.1019
PAFAH1B1,overall,2,4,0.7779,0.284,0.1949,0.1307,0.1017
CFLAR,overall,2,4,0.6384,0.3438,0.2286,0.1591,0.1016
AK2,overall,2,4,0.7814,0.3374,0.1731,0.1292,0.101
DONSON,overall,2,3,0.7301,0.3177,0.1963,0.1381,0.1008
RBBP8,overall,2,3,0.7204,0.349,0.1893,0.1399,0.1008
RNASEH2B,overall,2,4,0.5426,0.4617,0.2365,0.1854,0.1006
SUSD1,overall,2,4,0.7709,0.3333,0.1765,0.1304,0.1006
RAB6A,overall,2,4,0.7755,0.2922,0.1889,0.1296,0.1005
VPS36,overall,2,2,1.0734,0.2834,0.1225,0.0935,0.1004
ZWINT,overall,2,4,0.4861,0.4794,0.2659,0.2063,0.1003
SON,overall,2,4,0.7065,0.3573,0.1906,0.1419,0.1003
VPS45,overall,2,4,0.5517,0.3803,0.2581,0.1817,0.1002
MYO9B,overall,2,3,0.7443,0.3196,0.1885,0.1345,0.1001
REV1,overall,2,3,0.6945,0.3489,0.1967,0.1439,0.0999
TRMT13,overall,2,4,0.4906,0.4483,0.2711,0.2033,0.0997
FIP1L1,overall,2,4,0.8353,0.203,0.2244,0.1193,0.0997
TRAPPC5,overall,2,3,0.6709,0.3611,0.2009,0.1482,0.0994
SREBF1,overall,2,4,0.9724,0.2339,0.1536,0.1022,0.0994
ME3,overall,2,4,0.5283,0.3841,0.2685,0.1877,0.0992
TEKTIP1,overall,2,4,0.5523,0.3953,0.2476,0.1796,0.0992
ADAM10,overall,2,4,1.0441,0.166,0.1807,0.0947,0.0989
SLC38A6,overall,2,4,0.5275,0.4385,0.2457,0.1869,0.0986
GPATCH1,overall,2,4,0.7047,0.2807,0.2181,0.1399,0.0986
PDPK1,overall,2,4,0.477,0.4461,0.2775,0.2064,0.0984
NFKBID,overall,2,4,0.5531,0.3728,0.2539,0.1779,0.0984
HIGD1A,overall,2,4,0.6234,0.3576,0.2203,0.1578,0.0984
TXNL4A,overall,2,4,0.7189,0.3467,0.1844,0.1368,0.0984
RPAIN,overall,2,4,0.5925,0.3586,0.236,0.166,0.0983
MAGEE1,overall,2,4,0.7349,0.3123,0.1888,0.1334,0.098
RPL10A,overall,2,3,1.1881,0.1641,0.1422,0.0825,0.098
SMIM8,overall,2,4,0.6024,0.3171,0.2495,0.1623,0.0978
RPL17-C18orf32,overall,2,4,0.7507,0.3012,0.1865,0.1302,0.0977
REST,overall,2,4,0.4524,0.4859,0.2788,0.2153,0.0974
