"gene","cond","s2_T","s2_TG","s2_TD","s2_res","s2_me","s2_res_bio"
"ENSG00000005379","Stim48hr",0.0627126250934376,0.058320047200924,0.0243267863152494,0.952309464264287,0.737489066669185,0.214820397595102
"ENSG00000005448","Rest",0.0619847355955354,0.0438644124055136,0.022453601237017,0.85646073971098,0.60328683659705,0.25317390311393
"ENSG00000005448","Stim8hr",0.0861191397652624,0.0554497209664218,0.0178577033753558,0.854179411970672,0.629970118761266,0.224209293209407
"ENSG00000005448","Stim48hr",0.0112114691025004,0.0089610779593555,0.0177527502623527,0.383001811011122,0.203556550041333,0.179445260969789
"ENSG00000006576","Rest",0.0413144624180218,0.0272879158741425,0.00984157491642588,0.662634284927706,0.470679521919956,0.19195476300775
"ENSG00000006576","Stim8hr",0.100025840192363,0.0725325586216962,0.0304294412644036,0.737183348425077,0.411027559114324,0.326155789310753
"ENSG00000006576","Stim48hr",0.0290113379761034,0.0111273188109038,0.0157913616902524,0.450419840667628,0.224877889586792,0.225541951080836
"ENSG00000006607","Rest",0.0555112038894818,0.0484512847048846,0.0183182937462312,1.01044059974691,0.810525445225772,0.199915154521139
"ENSG00000006607","Stim8hr",0.040647630352464,0.0441399039598293,0.025625763281029,0.678938595377026,0.421057576337641,0.257881019039385
"ENSG00000006607","Stim48hr",0.0550076008367506,0.0453228040811068,0.0310955284117296,0.790428167624301,0.586601300832834,0.203826866791467
"ENSG00000006634","Rest",0.0723381945196934,0.0399207563985005,0.0137245732620607,0.84573531480917,0.618872000678917,0.226863314130254
"ENSG00000006634","Stim8hr",0.0343171610474064,0.0308769911806968,0.0265469313570886,0.546219118465089,0.273772327443076,0.272446791022013
"ENSG00000006634","Stim48hr",0.0398402111153976,0.0211765612779172,0.0131444649493824,0.54894797563607,0.331218108151839,0.217729867484231
"ENSG00000007312","Rest",0.0649366761127166,0.0605463287505751,0.0188017138507568,0.883434155802724,0.623984272870523,0.259449882932201
"ENSG00000007312","Stim8hr",0.0838746474184033,0.062258365539492,0.00844853881258933,0.865495866876941,0.670377590405281,0.195118276471659
