target,n_guides,E_t,R_t,R_status,S_t,rank_S,rank_E,rank_shift
SSH2,2,0.1281,-0.0961,ok,0.0,11225,5839,-5386
SSH3,2,0.11893,-0.2346,ok,0.0,11226,7009,-4217
SSR1,2,0.17517,-0.2501,ok,0.0,11227,3810,-7417
SSR3,2,0.10559,-0.0349,ok,0.0,11228,10730,-498
ST13,2,0.10248,-0.0191,ok,0.0,11229,11646,417
ST18,2,0.11103,-0.0438,ok,0.0,11230,8928,-2302
ST20-MTHFS,2,0.23078,-0.3199,ok,0.0,11231,2837,-8394
ST3GAL1,2,0.27283,-0.2712,ok,0.0,11232,2376,-8856
ST3GAL2,2,0.34218,-0.4464,ok,0.0,11233,1909,-9324
DENND2B,2,0.11898,-0.0455,ok,0.0,11234,6999,-4235
ST6GALNAC3,2,0.10661,-0.1574,ok,0.0,11235,10371,-864
ST6GALNAC4,2,0.13905,-0.2571,ok,0.0,11236,5119,-6117
ST7L,2,0.19286,-0.041,ok,0.0,11237,3450,-7787
ST8SIA1,2,0.11411,-0.0015,ok,0.0,11238,8110,-3128
STAG1,2,0.10962,-0.0032,ok,0.0,11239,9350,-1889
STAG2,2,0.16453,-0.0531,ok,0.0,11240,4114,-7126
STAG3,2,0.10568,-0.0955,ok,0.0,11241,10695,-546
STAM,2,0.11382,-0.0604,ok,0.0,11242,8181,-3061
STAM2,2,0.10308,-0.0283,ok,0.0,11243,11512,269
STAMBPL1,2,0.11571,-0.23,ok,0.0,11244,7693,-3551
STAP1,2,0.12528,-0.0057,ok,0.0,11245,6115,-5130
STAP2,2,0.12878,-0.0375,ok,0.0,11246,5773,-5473
STARD10,2,0.25553,-0.0197,ok,0.0,11247,2546,-8701
STARD3,2,0.15214,-0.1809,ok,0.0,11248,4550,-6698
STARD9,2,0.10432,-0.0519,ok,0.0,11249,11126,-123
STATH,2,0.15879,-0.1621,ok,0.0,11250,4310,-6940
STAU1,2,0.1833,-0.2975,ok,0.0,11251,3641,-7610
STC2,2,0.12769,-0.213,ok,0.0,11252,5870,-5382
STEAP4,2,0.10296,-0.0516,ok,0.0,11253,11544,291
STIM1,2,0.97865,-0.1707,ok,0.0,11254,383,-10871
STK11IP,2,0.11217,-0.0515,ok,0.0,11255,8612,-2643
STK16,2,0.14262,-0.0907,ok,0.0,11256,4934,-6322
STK17A,2,0.15402,-0.2018,ok,0.0,11257,4481,-6776
STK24,2,0.11594,-0.0731,ok,0.0,11258,7642,-3616
STK25,2,0.14119,-0.1159,ok,0.0,11259,5001,-6258
STK36,2,0.10879,-0.0826,ok,0.0,11260,9629,-1631
STK38,2,0.09999,-0.0693,ok,0.0,11261,12073,812
STK38L,2,0.15226,-0.4022,ok,0.0,11262,4540,-6722
STK39,2,0.17366,-0.3442,ok,0.0,11263,3859,-7404
STK4,2,0.17399,-0.0528,ok,0.0,11264,3852,-7412
STMP1,2,0.21619,-0.0317,ok,0.0,11265,3043,-8222
STN1,2,0.35587,-0.2671,ok,0.0,11266,1814,-9452
STOM,2,0.10891,-0.0511,ok,0.0,11267,9595,-1672
STOML1,2,0.10634,-0.1968,ok,0.0,11268,10461,-807
STOX1,2,0.13836,-0.2029,ok,0.0,11269,5155,-6114
STPG1,2,0.10751,-0.0171,ok,0.0,11270,10046,-1224
STRADA,2,0.10064,-0.0795,ok,0.0,11271,11988,717
STRADB,2,0.09875,-0.138,ok,0.0,11272,12162,890
STRIP2,2,0.17855,-0.3255,ok,0.0,11273,3740,-7533
STRN3,2,0.28413,-0.2279,ok,0.0,11274,2270,-9004
STS,2,0.20659,-0.0335,ok,0.0,11275,3184,-8091
STX11,2,0.13087,-0.1846,ok,0.0,11276,5602,-5674
STX16,2,0.12751,-0.0922,ok,0.0,11277,5886,-5391
STX3,2,0.92189,-0.0063,ok,0.0,11278,450,-10828
STX4,2,0.4484,-0.3157,ok,0.0,11279,1414,-9865
STX5,2,0.69204,-0.1549,ok,0.0,11280,788,-10492
STX6,2,0.10418,-0.079,ok,0.0,11281,11178,-103
STXBP1,2,0.12843,-0.2592,ok,0.0,11282,5810,-5472
STXBP2,2,0.24023,-0.341,ok,0.0,11283,2700,-8583
STYX,2,0.20723,-0.1806,ok,0.0,11284,3173,-8111
SUB1,2,0.21023,-0.4021,ok,0.0,11285,3130,-8155
SUFU,2,0.11917,-0.0807,ok,0.0,11286,6968,-4318
SUGP2,2,0.10341,-0.0144,ok,0.0,11287,11413,126
SULT1A1,2,0.10014,-0.0628,ok,0.0,11288,12053,765
SULT1A4,2,0.11941,-0.0135,ok,0.0,11289,6913,-4376
SULT1B1,2,0.10041,-0.0113,ok,0.0,11290,12021,731
SUMF2,2,0.11704,-0.2227,ok,0.0,11291,7404,-3887
SUMO1,2,0.63077,-0.388,ok,0.0,11292,914,-10378
SUOX,2,0.10457,-0.0575,ok,0.0,11293,11041,-252
SURF1,2,0.20043,-0.0932,ok,0.0,11294,3304,-7990
SURF2,2,0.20281,-0.2998,ok,0.0,11295,3255,-8040
SUSD3,2,0.1247,-0.0205,ok,0.0,11296,6172,-5124
SUSD4,2,0.1063,-0.2102,ok,0.0,11297,10474,-823
SUV39H2,2,0.13816,-0.1968,ok,0.0,11298,5169,-6129
SVIL,2,0.1287,-0.2171,ok,0.0,11299,5777,-5522
SWAP70,2,0.4067,-0.233,ok,0.0,11300,1574,-9726
SWT1,2,0.13023,-0.0768,ok,0.0,11301,5655,-5646
SYDE2,2,0.1272,-0.0899,ok,0.0,11302,5914,-5388
SYF2,2,0.33221,-0.2874,ok,0.0,11303,1961,-9342
SYNC,2,0.10475,-0.0045,ok,0.0,11304,10983,-321
SYNCRIP,2,0.13932,-0.0004,ok,0.0,11305,5103,-6202
SYNE2,2,0.10055,-0.1216,ok,0.0,11306,11999,693
SYNE3,2,0.11898,-0.056,ok,0.0,11307,7000,-4307
SYNGAP1,2,0.42863,-0.059,ok,0.0,11308,1497,-9811
SYNGR1,2,0.10476,-0.0512,ok,0.0,11309,10981,-328
SYNGR3,2,0.15786,-0.1278,ok,0.0,11310,4344,-6966
SYNJ1,2,0.1128,-0.1468,ok,0.0,11311,8453,-2858
SYNJ2,2,0.23218,-0.3158,ok,0.0,11312,2816,-8496
SYNJ2BP-COX16,2,0.10743,-0.0483,ok,0.0,11313,10078,-1235
SYT11,2,0.09938,-0.1121,ok,0.0,11314,12131,817
SYTL1,2,0.106,-0.0044,ok,0.0,11315,10575,-740
SYTL2,2,0.13057,-0.0034,ok,0.0,11316,5626,-5690
SZRD1,2,0.18743,-0.3282,ok,0.0,11317,3565,-7752
TAB2,2,0.23411,-0.3162,ok,0.0,11318,2789,-8529
TAB3,2,0.12011,-0.075,ok,0.0,11319,6785,-4534
TAC4,2,0.1383,-0.1448,ok,0.0,11320,5158,-6162
TACC2,2,0.17388,-0.3034,ok,0.0,11321,3853,-7468
TACR2,2,0.1312,-0.1787,ok,0.0,11322,5575,-5747
TADA3,2,0.15444,-0.07,ok,0.0,11323,4464,-6859
TAF12,2,0.19492,-0.259,ok,0.0,11324,3403,-7921
TAF1B,2,0.65749,-0.3862,ok,0.0,11325,851,-10474
TAF1D,2,0.39622,-0.3112,ok,0.0,11326,1628,-9698
TAF5,2,1.06911,-0.0164,ok,0.0,11327,292,-11035
TAF9B,2,0.13477,-0.1252,ok,0.0,11328,5359,-5969
TAGAP,2,0.18706,-0.151,ok,0.0,11329,3572,-7757
TAGLN,2,0.10469,-0.2236,ok,0.0,11330,11005,-325
TAGLN3,2,0.10164,-0.0081,ok,0.0,11331,11813,482
TAL1,2,0.25481,-0.2038,ok,0.0,11332,2549,-8783
TAL2,2,0.11119,-0.0754,ok,0.0,11333,8888,-2445
TALDO1,2,0.10369,-0.1085,ok,0.0,11334,11323,-11
TANC2,2,0.12466,-0.0096,ok,0.0,11335,6177,-5158
TAOK1,2,0.10729,-0.0115,ok,0.0,11336,10129,-1207
TAOK3,2,0.10536,-0.1395,ok,0.0,11337,10811,-526
TAP1,2,0.1633,-0.2081,ok,0.0,11338,4158,-7180
TAP2,2,0.10083,-0.0019,ok,0.0,11339,11963,624
TAPBP,2,0.13145,-0.0126,ok,0.0,11340,5554,-5786
TAPT1,2,0.10524,-0.0937,ok,0.0,11341,10840,-501
TARBP1,2,0.31707,-0.3385,ok,0.0,11342,2058,-9284
TAS2R4,2,0.15064,-0.1946,ok,0.0,11343,4610,-6733
TASP1,2,0.10959,-0.0059,ok,0.0,11344,9358,-1986
TATDN3,2,0.29179,-0.2104,ok,0.0,11345,2219,-9126
TAX1BP1,2,0.13638,-0.0427,ok,0.0,11346,5271,-6075
TBC1D1,2,0.12808,-0.2689,ok,0.0,11347,5841,-5506
TBC1D10C,2,0.10332,-0.0242,ok,0.0,11348,11439,91
TBC1D14,2,0.1242,-0.1802,ok,0.0,11349,6226,-5123
TBC1D20,2,0.11676,-0.1036,ok,0.0,11350,7458,-3892
TBC1D22A,2,0.12535,-0.0427,ok,0.0,11351,6108,-5243
TBC1D22B,2,0.11677,-0.09,ok,0.0,11352,7454,-3898
TBC1D24,2,0.11731,-0.0428,ok,0.0,11353,7335,-4018
TBC1D32,2,0.1544,-0.3538,ok,0.0,11354,4467,-6887
TBC1D4,2,0.1048,-0.0735,ok,0.0,11355,10965,-390
TBCCD1,2,0.16591,-0.094,ok,0.0,11356,4069,-7287
TBCEL,2,0.28856,-0.1172,ok,0.0,11357,2235,-9122
TBCK,2,0.10738,-0.0126,ok,0.0,11358,10101,-1257
TBK1,2,0.15144,-0.0424,ok,0.0,11359,4581,-6778
TBL2,2,0.12548,-0.0741,ok,0.0,11360,6094,-5266
TBPL1,2,0.18152,-0.0591,ok,0.0,11361,3673,-7688
TBPL2,2,0.10368,-0.0487,ok,0.0,11362,11325,-37
TBX1,2,0.84813,-0.2397,ok,0.0,11363,544,-10819
TBX19,2,0.18584,-0.0013,ok,0.0,11364,3599,-7765
TBX20,2,0.10627,-0.1422,ok,0.0,11365,10481,-884
TBX4,2,0.13133,-0.2837,ok,0.0,11366,5562,-5804
TBX5,2,0.13562,-0.0429,ok,0.0,11367,5321,-6046
TBX6,2,0.14397,-0.0927,ok,0.0,11368,4889,-6479
TBXA2R,2,0.12866,-0.0169,ok,0.0,11369,5782,-5587
TCAIM,2,0.11306,-0.1617,ok,0.0,11370,8390,-2980
TCEA2,2,0.61296,-0.147,ok,0.0,11371,953,-10418
TCEAL2,2,0.11602,-0.1845,ok,0.0,11372,7616,-3756
TCEAL3,2,0.16745,-0.1809,ok,0.0,11373,4026,-7347
TCEAL4,2,0.11111,-0.1673,ok,0.0,11374,8907,-2467
TCEAL8,2,0.10717,-0.0002,ok,0.0,11375,10182,-1193
TCEAL9,2,0.1944,-0.1356,ok,0.0,11376,3417,-7959
TCEANC2,2,0.18001,-0.2245,ok,0.0,11377,3704,-7673
TCF12,2,0.15548,-0.1762,ok,0.0,11378,4426,-6952
TCF19,2,0.11919,-0.0545,ok,0.0,11379,6966,-4413
TCF20,2,0.30112,-0.317,ok,0.0,11380,2153,-9227
TCF21,2,0.10998,-0.0509,ok,0.0,11381,9252,-2129
TCF23,2,0.10572,-0.0407,ok,0.0,11382,10677,-705
TCF24,2,0.10479,-0.1324,ok,0.0,11383,10973,-410
TCF25,2,0.31568,-0.2997,ok,0.0,11384,2067,-9317
TCF3,2,0.12268,-0.0965,ok,0.0,11385,6418,-4967
TCF7,2,0.12868,-0.1661,ok,0.0,11386,5780,-5606
TCF7L2,2,0.11827,-0.0899,ok,0.0,11387,7144,-4243
TCIM,2,0.10497,-0.1581,ok,0.0,11388,10922,-466
TCIRG1,2,0.10319,-0.1545,ok,0.0,11389,11472,83
DYNLT2B,2,0.12025,-0.1161,ok,0.0,11390,6765,-4625
TCTN1,2,0.12668,-0.1445,ok,0.0,11391,5974,-5417
TCTN3,2,0.1065,-0.0149,ok,0.0,11392,10404,-988
TDP1,2,0.17366,-0.1175,ok,0.0,11393,3860,-7533
TDRD3,2,0.15814,-0.0305,ok,0.0,11394,4330,-7064
TEAD2,2,0.14398,-0.0546,ok,0.0,11395,4888,-6507
TEAD3,2,0.11449,-0.0231,ok,0.0,11396,8022,-3374
TECPR1,2,0.11567,-0.0746,ok,0.0,11397,7700,-3697
TECPR2,2,0.10683,-0.0595,ok,0.0,11398,10310,-1088
TENT2,2,0.12092,-0.1255,ok,0.0,11399,6662,-4737
TENT4B,2,0.11896,-0.2633,ok,0.0,11400,7002,-4398
TERF2IP,2,0.11965,-0.2774,ok,0.0,11401,6867,-4534
TESK2,2,0.12241,-0.1289,ok,0.0,11402,6445,-4957
TESMIN,2,0.1066,-0.1732,ok,0.0,11403,10373,-1030
TESPA1,2,0.11965,-0.0556,ok,0.0,11404,6868,-4536
TET1,2,0.12513,-0.1671,ok,0.0,11405,6129,-5276
TEX22,2,0.1323,-0.0061,ok,0.0,11406,5498,-5908
TFAP2A,2,0.14807,-0.0625,ok,0.0,11407,4703,-6704
TFAP2C,2,0.23821,-0.2906,ok,0.0,11408,2732,-8676
TFAP2D,2,0.12557,-0.173,ok,0.0,11409,6085,-5324
TFAP2E,2,0.16218,-0.2637,ok,0.0,11410,4198,-7212
TFCP2L1,2,0.30021,-0.3853,ok,0.0,11411,2158,-9253
TFDP2,2,0.10023,-0.0943,ok,0.0,11412,12043,631
TFEB,2,0.10411,-0.0276,ok,0.0,11413,11196,-217
TFEC,2,0.10286,-0.0095,ok,0.0,11414,11569,155
TFIP11,2,0.42503,-0.0178,ok,0.0,11415,1508,-9907
TGFB3,2,0.1713,-0.0781,ok,0.0,11416,3919,-7497
TGFBI,2,0.101,-0.0374,ok,0.0,11417,11934,517
TGFBRAP1,2,0.14063,-0.0091,ok,0.0,11418,5034,-6384
TGIF1,2,0.15088,-0.2729,ok,0.0,11419,4601,-6818
TGIF2,2,0.11062,-0.0444,ok,0.0,11420,9048,-2372
TGIF2-RAB5IF,2,0.29162,-0.1623,ok,0.0,11421,2220,-9201
TGIF2LY,2,0.10406,-0.024,ok,0.0,11422,11213,-209
TGOLN2,2,0.11675,-0.1941,ok,0.0,11423,7465,-3958
THAP12,2,0.21525,-0.2057,ok,0.0,11424,3056,-8368
THAP6,2,0.26754,-0.0323,ok,0.0,11425,2429,-8996
THAP8,2,0.10883,-0.1656,ok,0.0,11426,9621,-1805
THBS1,2,0.11581,-0.1006,ok,0.0,11427,7667,-3760
THBS3,2,0.23713,-0.247,ok,0.0,11428,2752,-8676
THEMIS,2,0.10863,-0.0652,ok,0.0,11429,9687,-1742
THNSL1,2,0.09936,-0.0813,ok,0.0,11430,12132,702
THRA,2,0.15255,-0.1063,ok,0.0,11431,4533,-6898
THUMPD1,2,0.46905,-0.2369,ok,0.0,11432,1353,-10079
TIAM2,2,0.20179,-0.203,ok,0.0,11433,3273,-8160
TIGD1,2,0.14754,-0.037,ok,0.0,11434,4732,-6702
TIGD2,2,0.12238,-0.0339,ok,0.0,11435,6448,-4987
TIGIT,2,0.10263,-0.0941,ok,0.0,11436,11620,184
TIMM10B,2,0.12485,-0.1551,ok,0.0,11437,6155,-5282
TIMM13,2,0.38701,-0.068,ok,0.0,11438,1673,-9765
TIMM29,2,0.17133,-0.05,ok,0.0,11439,3916,-7523
TIMP3,2,0.11029,-0.0931,ok,0.0,11440,9164,-2276
TIPIN,2,0.47039,-0.283,ok,0.0,11441,1347,-10094
TJP3,2,0.11577,-0.1366,ok,0.0,11442,7677,-3765
TLE1,2,0.12998,-0.1969,ok,0.0,11443,5674,-5769
TLNRD1,2,0.14643,-0.1977,ok,0.0,11444,4784,-6660
TLR1,2,0.18739,-0.1636,ok,0.0,11445,3566,-7879
TLR5,2,0.17908,-0.0028,ok,0.0,11446,3726,-7720
TLR6,2,0.11757,-0.1143,ok,0.0,11447,7277,-4170
TLX1,2,0.1529,-0.171,ok,0.0,11448,4515,-6933
TLX3,2,0.1405,-0.2879,ok,0.0,11449,5039,-6410
TM2D1,2,0.13768,-0.0746,ok,0.0,11450,5197,-6253
TM2D3,2,0.1963,-0.1096,ok,0.0,11451,3373,-8078
TM9SF2,2,0.12783,-0.0314,ok,0.0,11452,5858,-5594
TM9SF4,2,0.3506,-0.3888,ok,0.0,11453,1859,-9594
TMBIM6,2,0.1051,-0.0796,ok,0.0,11454,10888,-566
TMC6,2,0.13468,-0.1529,ok,0.0,11455,5363,-6092
TMC8,2,0.12964,-0.1434,ok,0.0,11456,5708,-5748
TMCC3,2,0.14206,-0.1063,ok,0.0,11457,4959,-6498
TMCO4,2,0.50566,-0.4455,ok,0.0,11458,1221,-10237
TMED4,2,0.13351,-0.0996,ok,0.0,11459,5427,-6032
TMED9,2,0.33388,-0.045,ok,0.0,11460,1950,-9510
TMEM106C,2,0.13863,-0.1549,ok,0.0,11461,5143,-6318
TMEM109,2,0.11039,-0.0429,ok,0.0,11462,9119,-2343
TMEM116,2,0.10155,-0.2355,ok,0.0,11463,11839,376
TMEM120B,2,0.19529,-0.1981,ok,0.0,11464,3396,-8068
TMEM134,2,0.11642,-0.117,ok,0.0,11465,7529,-3936
TMEM135,2,0.11491,-0.0705,ok,0.0,11466,7907,-3559
TMEM143,2,0.14472,-0.2671,ok,0.0,11467,4857,-6610
TMEM147,2,0.11855,-0.0002,ok,0.0,11468,7087,-4381
TMEM150A,2,0.24645,-0.252,ok,0.0,11469,2631,-8838
TMEM154,2,0.10211,-0.065,ok,0.0,11470,11717,247
LDAF1,2,0.24164,-0.2497,ok,0.0,11471,2690,-8781
TMEM160,2,0.14183,-0.0396,ok,0.0,11472,4968,-6504
TMEM161B,2,0.15616,-0.1894,ok,0.0,11473,4398,-7075
TMEM165,2,0.11621,-0.0454,ok,0.0,11474,7573,-3901
TMEM169,2,0.45795,-0.1439,ok,0.0,11475,1375,-10100
TMEM170A,2,0.1051,-0.1227,ok,0.0,11476,10889,-587
TMEM175,2,0.8469,-0.2673,ok,0.0,11477,546,-10931
TMEM179B,2,0.19599,-0.208,ok,0.0,11478,3381,-8097
TMEM18,2,0.10678,-0.0478,ok,0.0,11479,10322,-1157
TMEM181,2,0.48234,-0.1742,ok,0.0,11480,1297,-10183
TMEM182,2,0.10263,-0.0431,ok,0.0,11481,11621,140
TMEM183A,2,0.09971,-0.0149,ok,0.0,11482,12101,619
TMEM184B,2,0.24205,-0.1828,ok,0.0,11483,2682,-8801
TMEM185A,2,0.10736,-0.0738,ok,0.0,11484,10106,-1378
TMEM185B,2,0.29494,-0.2131,ok,0.0,11485,2197,-9288
PEDS1,2,0.15906,-0.1608,ok,0.0,11486,4299,-7187
TMEM191B,2,0.10598,-0.0162,ok,0.0,11487,10581,-906
TMEM199,2,0.14833,-0.1701,ok,0.0,11488,4695,-6793
TMEM203,2,0.11078,-0.2228,ok,0.0,11489,8999,-2490
TMEM204,2,0.11977,-0.0724,ok,0.0,11490,6846,-4644
PACC1,2,0.11051,-0.0014,ok,0.0,11491,9087,-2404
TMEM209,2,0.12836,-0.187,ok,0.0,11492,5819,-5673
TMEM214,2,0.16046,-0.2078,ok,0.0,11493,4255,-7238
TMEM218,2,0.12379,-0.151,ok,0.0,11494,6266,-5228
TMEM219,2,0.25924,-0.2019,ok,0.0,11495,2506,-8989
TMEM229B,2,0.12417,-0.0174,ok,0.0,11496,6227,-5269
TMEM230,2,0.11091,-0.0467,ok,0.0,11497,8958,-2539
TMEM231,2,0.1275,-0.2557,ok,0.0,11498,5888,-5610
TMEM237,2,0.17076,-0.3374,ok,0.0,11499,3936,-7563
TMEM241,2,0.11599,-0.1394,ok,0.0,11500,7623,-3877
TMEM245,2,0.19187,-0.1608,ok,0.0,11501,3471,-8030
TMEM250,2,0.1043,-0.109,ok,0.0,11502,11133,-369
TMEM254,2,0.16962,-0.123,ok,0.0,11503,3972,-7531
TMEM255A,2,0.12504,-0.1469,ok,0.0,11504,6136,-5368
TMEM256,2,0.11031,-0.1516,ok,0.0,11505,9152,-2353
TMEM267,2,0.10957,-0.0992,ok,0.0,11506,9365,-2141
TMEM268,2,0.10791,-0.1091,ok,0.0,11507,9922,-1585
TMEM35B,2,0.10532,-0.0169,ok,0.0,11508,10822,-686
TMEM42,2,0.10671,-0.1757,ok,0.0,11509,10338,-1171
TMEM50B,2,0.11994,-0.2,ok,0.0,11510,6812,-4698
TMEM53,2,0.24366,-0.2745,ok,0.0,11511,2660,-8851
TMEM54,2,0.20336,-0.4085,ok,0.0,11512,3240,-8272
TMEM59,2,0.14146,-0.191,ok,0.0,11513,4989,-6524
TMEM60,2,0.18694,-0.1305,ok,0.0,11514,3573,-7941
TMEM63A,2,0.10209,-0.0438,ok,0.0,11515,11723,208
TMEM63B,2,0.64323,-0.3219,ok,0.0,11516,890,-10626
TMEM65,2,0.10213,-0.0042,ok,0.0,11517,11714,197
TMEM68,2,0.10234,-0.0565,ok,0.0,11518,11673,155
TMEM69,2,0.12711,-0.1814,ok,0.0,11519,5921,-5598
TMEM70,2,0.15968,-0.0789,ok,0.0,11520,4277,-7243
TMEM79,2,0.22509,-0.1386,ok,0.0,11521,2914,-8607
TMEM86A,2,0.28569,-0.2212,ok,0.0,11522,2255,-9267
TMEM88,2,0.15814,-0.2662,ok,0.0,11523,4331,-7192
PGAP6,2,0.24134,-0.2141,ok,0.0,11524,2693,-8831
TMEM8B,2,0.42941,-0.2671,ok,0.0,11525,1492,-10033
TMEM9,2,0.11101,-0.0482,ok,0.0,11526,8933,-2593
TMIGD2,2,0.1192,-0.3368,ok,0.0,11527,6960,-4567
TMOD3,2,0.12465,-0.1509,ok,0.0,11528,6178,-5350
TMPRSS13,2,0.10452,-0.1969,ok,0.0,11529,11061,-468
TMPRSS5,2,0.13403,-0.1111,ok,0.0,11530,5391,-6139
TMSB10,2,0.10415,-0.0533,ok,0.0,11531,11187,-344
TMSB15B,2,0.14058,-0.0957,ok,0.0,11532,5037,-6495
TMSB4X,2,0.10575,-0.004,ok,0.0,11533,10662,-871
TMSB4Y,2,0.11127,-0.0732,ok,0.0,11534,8865,-2669
TMX4,2,0.14502,-0.0547,ok,0.0,11535,4848,-6687
TNFAIP2,2,0.16921,-0.2401,ok,0.0,11536,3982,-7554
TNFAIP3,2,0.35804,-0.1436,ok,0.0,11537,1804,-9733
TNFRSF10A,2,0.15849,-0.2306,ok,0.0,11538,4320,-7218
TNFRSF10B,2,0.10684,-0.0005,ok,0.0,11539,10305,-1234
TNFRSF10D,2,0.11493,-0.1487,ok,0.0,11540,7902,-3638
TNFRSF11A,2,0.3514,-0.1052,ok,0.0,11541,1852,-9689
TNFRSF12A,2,0.12137,-0.1261,ok,0.0,11542,6589,-4953
TNFRSF13C,2,0.377,-0.2718,ok,0.0,11543,1719,-9824
TNFRSF14,2,0.18796,-0.1665,ok,0.0,11544,3551,-7993
TNFRSF25,2,0.12786,-0.2029,ok,0.0,11545,5857,-5688
TNFRSF4,2,0.15063,-0.01,ok,0.0,11546,4612,-6934
TNFRSF9,2,0.1519,-0.0674,ok,0.0,11547,4563,-6984
TNFSF11,2,0.21928,-0.1786,ok,0.0,11548,2993,-8555
TNFSF13,2,0.09824,-0.0832,ok,0.0,11549,12187,638
TNFSF13B,2,0.27384,-0.3202,ok,0.0,11550,2366,-9184
TNFSF9,2,0.10938,-0.1803,ok,0.0,11551,9449,-2102
TNIK,2,0.14408,-0.1829,ok,0.0,11552,4882,-6670
TNIP2,2,0.10084,-0.039,ok,0.0,11553,11962,409
TNIP3,2,0.10333,-0.0937,ok,0.0,11554,11435,-119
TNKS,2,0.13679,-0.075,ok,0.0,11555,5245,-6310
TNKS2,2,0.21787,-0.289,ok,0.0,11556,3018,-8538
TNNC1,2,0.10493,-0.2101,ok,0.0,11557,10929,-628
TNPO2,2,0.10381,-0.0273,ok,0.0,11558,11284,-274
TNRC6B,2,0.1296,-0.1942,ok,0.0,11559,5711,-5848
TNS3,2,0.21378,-0.2225,ok,0.0,11560,3083,-8477
TOB1,2,0.35089,-0.2756,ok,0.0,11561,1857,-9704
TOE1,2,0.12756,-0.0634,ok,0.0,11562,5883,-5679
TOGARAM1,2,0.12967,-0.0487,ok,0.0,11563,5707,-5856
TOM1L2,2,0.3715,-0.4772,ok,0.0,11564,1740,-9824
TOMM34,2,0.10429,-0.068,ok,0.0,11565,11136,-429
TOMM40L,2,0.09993,-0.0524,ok,0.0,11566,12075,509
TOMM6,2,0.11373,-0.1703,ok,0.0,11567,8209,-3358
TOMM7,2,0.15457,-0.3911,ok,0.0,11568,4454,-7114
TOP2A,2,0.34971,-0.2693,ok,0.0,11569,1862,-9707
TOP3B,2,0.18708,-0.4059,ok,0.0,11570,3571,-7999
TOR1AIP1,2,0.13882,-0.2754,ok,0.0,11571,5131,-6440
TOR1AIP2,2,0.10419,-0.0307,ok,0.0,11572,11173,-399
TOR1B,2,0.17451,-0.3348,ok,0.0,11573,3830,-7743
TOR2A,2,0.15267,-0.1438,ok,0.0,11574,4527,-7047
TP53BP1,2,0.11876,-0.0132,ok,0.0,11575,7039,-4536
TP53I13,2,0.11289,-0.0739,ok,0.0,11576,8433,-3143
TP53INP2,2,0.13098,-0.2235,ok,0.0,11577,5594,-5983
TPBG,2,0.10865,-0.0183,ok,0.0,11578,9678,-1900
TPD52L1,2,0.13403,-0.1775,ok,0.0,11579,5392,-6187
TPGS1,2,0.10211,-0.0178,ok,0.0,11580,11718,138
TPH1,2,0.13018,-0.2567,ok,0.0,11581,5662,-5919
TPM4,2,0.11085,-0.2027,ok,0.0,11582,8980,-2602
TPMT,2,0.12049,-0.1663,ok,0.0,11583,6723,-4860
TPPP,2,0.20479,-0.0452,ok,0.0,11584,3216,-8368
TPRN,2,0.13792,-0.0761,ok,0.0,11585,5187,-6398
TPST1,2,0.10584,-0.1323,ok,0.0,11586,10631,-955
TPST2,2,0.39477,-0.1486,ok,0.0,11587,1637,-9950
TRA2A,2,0.19586,-0.1533,ok,0.0,11588,3385,-8203
TRABD,2,0.21678,-0.2197,ok,0.0,11589,3035,-8554
TRAF4,2,0.15781,-0.1122,ok,0.0,11590,4345,-7245
TRAF7,2,0.11643,-0.0609,ok,0.0,11591,7523,-4068
TRAK1,2,0.15878,-0.162,ok,0.0,11592,4311,-7281
TRAM1,2,0.10521,-0.017,ok,0.0,11593,10847,-746
TRAM2,2,0.20477,-0.3602,ok,0.0,11594,3217,-8377
TRANK1,2,0.11297,-0.189,ok,0.0,11595,8415,-3180
TRAP1,2,0.10517,-0.0252,ok,0.0,11596,10865,-731
TRAPPC10,2,0.69916,-0.2679,ok,0.0,11597,776,-10821
TRAPPC6A,2,0.10798,-0.1611,ok,0.0,11598,9900,-1698
TRAPPC8,2,0.22623,-0.3027,ok,0.0,11599,2899,-8700
TRAPPC9,2,0.10698,-0.1346,ok,0.0,11600,10248,-1352
TREM1,2,0.16325,-0.1846,ok,0.0,11601,4159,-7442
TREML1,2,0.12273,-0.0745,ok,0.0,11602,6407,-5195
TREML2,2,0.10697,-0.0036,ok,0.0,11603,10255,-1348
TRIB1,2,0.15091,-0.2651,ok,0.0,11604,4596,-7008
TRIB2,2,0.18813,-0.1853,ok,0.0,11605,3547,-8058
TRIB3,2,0.1451,-0.173,ok,0.0,11606,4845,-6761
TRIM16,2,0.1857,-0.103,ok,0.0,11607,3601,-8006
TRIM23,2,0.15044,-0.0703,ok,0.0,11608,4620,-6988
TRIM25,2,0.10573,-0.0074,ok,0.0,11609,10672,-937
TRIM26,2,0.31835,-0.2109,ok,0.0,11610,2045,-9565
TRIM27,2,0.19729,-0.2848,ok,0.0,11611,3361,-8250
TRIM3,2,0.11472,-0.0113,ok,0.0,11612,7967,-3645
TRIM41,2,0.11027,-0.1931,ok,0.0,11613,9169,-2444
TRIM46,2,0.11581,-0.0583,ok,0.0,11614,7668,-3946
TRIM5,2,0.1399,-0.0331,ok,0.0,11615,5072,-6543
